transaction_id,user_id,merchant_id,transaction_date,amount,currency,status,fraud
78,23,9,2024-01-14 04:50:09,12.03,GBP,approved,0
135,80,31,2024-01-14 05:04:15,41.55,EUR,approved,0
521,36,44,2024-01-14 06:40:35,36.69,GBP,approved,0
157,13,7,2024-01-14 06:47:40,190.29,EUR,approved,0
146,86,25,2024-01-14 07:38:19,74.8,USD,approved,0
802,31,24,2024-01-14 08:24:41,20.68,USD,approved,0
860,81,37,2024-01-14 09:10:20,28.16,USD,approved,0
735,21,44,2024-01-14 10:04:59,36.74,GBP,approved,0
382,94,15,2024-01-14 11:05:06,33.33,USD,approved,0
40,64,42,2024-01-14 11:44:07,16.3,GBP,approved,0
435,44,16,2024-01-14 12:19:54,28.22,GBP,approved,0
217,8,26,2024-01-14 12:25:55,59.93,USD,declined,0
578,53,40,2024-01-14 12:45:12,60.22,GBP,approved,0
645,78,7,2024-01-14 13:33:55,28.0,GBP,approved,0
243,10,49,2024-01-14 13:51:57,36.05,GBP,approved,0
47,45,12,2024-01-14 14:03:52,9.35,EUR,approved,0
205,46,33,2024-01-14 15:12:46,67.68,USD,declined,0
391,75,16,2024-01-14 15:13:56,22.54,USD,approved,0
337,97,32,2024-01-14 15:27:04,27.21,USD,approved,0
991,35,27,2024-01-14 16:21:37,24.02,EUR,approved,0
846,1,31,2024-01-14 16:36:38,24.63,EUR,approved,0
180,51,2,2024-01-14 16:38:44,29.3,GBP,approved,0
845,1,38,2024-01-14 16:47:35,41.33,EUR,approved,0
4,44,45,2024-01-14 17:56:55,43.63,USD,approved,0
507,54,46,2024-01-14 19:04:44,38.21,USD,approved,0
20,46,6,2024-01-14 19:59:29,92.16,USD,approved,0
274,96,34,2024-01-14 20:04:13,13.94,USD,approved,0
730,66,6,2024-01-14 20:26:36,46.03,USD,approved,0
189,24,29,2024-01-14 20:28:46,29.75,USD,approved,0
582,84,11,2024-01-14 20:30:32,49.21,USD,approved,0
716,80,44,2024-01-14 21:50:47,34.16,USD,approved,0
465,1,43,2024-01-14 22:00:24,32.04,EUR,approved,0
409,94,1,2024-01-14 22:10:55,26.51,USD,approved,0
77,34,36,2024-01-14 22:20:41,51.91,EUR,approved,0
354,44,46,2024-01-14 22:34:09,32.97,USD,approved,0
644,49,30,2024-01-14 23:20:43,52.62,USD,approved,0
527,93,16,2024-01-15 01:15:02,37.3,USD,approved,0
976,23,3,2024-01-15 01:41:01,18.64,USD,approved,0
454,3,13,2024-01-15 02:22:05,5.75,USD,approved,0
549,52,25,2024-01-15 02:31:19,67.58,USD,approved,0
913,38,1,2024-01-15 03:47:51,30.91,USD,approved,0
26,65,3,2024-01-15 04:24:16,20.37,USD,approved,0
395,72,11,2024-01-15 04:40:18,44.04,GBP,approved,0
463,75,3,2024-01-15 05:21:46,10.46,EUR,approved,0
459,85,14,2024-01-15 05:45:30,27.37,USD,approved,0
980,57,40,2024-01-15 06:24:14,30.64,EUR,approved,0
456,56,4,2024-01-15 06:47:09,5.32,USD,approved,0
239,31,15,2024-01-15 06:50:51,11.67,EUR,approved,0
960,42,10,2024-01-15 08:07:17,8.2,USD,approved,0
769,14,4,2024-01-15 08:32:23,122.92,USD,approved,0
178,17,10,2024-01-15 10:02:14,59.4,USD,approved,0
686,81,27,2024-01-15 10:52:11,21.83,GBP,approved,0
844,4,43,2024-01-15 11:42:56,25.51,USD,approved,0
416,68,40,2024-01-15 14:03:29,11.06,EUR,declined,0
958,64,27,2024-01-15 14:07:19,22.66,USD,approved,0
156,67,30,2024-01-15 16:40:24,45.57,USD,approved,0
298,44,34,2024-01-15 17:42:19,129.1,GBP,approved,0
739,74,1,2024-01-15 18:25:45,29.11,USD,approved,0
540,3,32,2024-01-15 19:26:38,125.02,EUR,approved,0
977,10,47,2024-01-15 19:57:06,18.36,USD,approved,0
642,92,3,2024-01-15 21:25:14,11.84,USD,approved,1
664,21,28,2024-01-15 21:32:42,34.49,USD,reversed,1
11,53,14,2024-01-15 21:39:05,35.36,GBP,approved,0
948,14,46,2024-01-15 22:18:22,26.77,EUR,approved,0
538,12,6,2024-01-15 23:01:13,31.35,USD,approved,0
597,58,33,2024-01-16 00:28:00,24.64,USD,approved,0
254,33,40,2024-01-16 00:33:05,30.94,EUR,approved,0
350,17,30,2024-01-16 03:00:30,58.94,USD,approved,0
685,17,18,2024-01-16 03:50:51,21.51,USD,approved,0
251,18,13,2024-01-16 04:37:17,23.37,USD,approved,0
715,93,33,2024-01-16 04:39:41,40.49,EUR,approved,0
901,1,27,2024-01-16 05:22:06,84.94,USD,approved,0
952,31,31,2024-01-16 05:53:56,85.23,EUR,approved,0
66,33,20,2024-01-16 06:25:57,63.26,GBP,approved,0
313,12,39,2024-01-16 07:13:17,15.22,USD,approved,0
743,64,23,2024-01-16 08:40:38,34.97,USD,approved,0
959,98,34,2024-01-16 09:04:13,47.93,USD,approved,0
811,5,13,2024-01-16 09:44:51,42.51,EUR,approved,0
876,51,7,2024-01-16 11:20:38,34.84,USD,approved,0
264,93,42,2024-01-16 11:51:02,104.98,USD,approved,1
133,10,40,2024-01-16 14:02:14,29.84,EUR,approved,0
950,28,17,2024-01-16 14:04:32,24.01,USD,declined,0
714,77,37,2024-01-16 14:43:45,15.96,USD,approved,1
477,85,25,2024-01-16 15:26:17,32.46,EUR,declined,1
432,74,10,2024-01-16 15:46:52,20.7,USD,approved,0
777,43,17,2024-01-16 15:54:03,32.35,USD,approved,0
732,42,46,2024-01-16 16:01:14,18.94,USD,approved,0
489,77,6,2024-01-16 18:06:43,19.63,USD,approved,0
29,55,29,2024-01-16 18:24:19,40.33,USD,approved,0
518,7,3,2024-01-16 18:45:48,37.73,USD,approved,0
609,97,12,2024-01-16 18:51:09,45.53,USD,approved,0
411,18,4,2024-01-16 21:58:18,55.88,USD,approved,0
539,55,36,2024-01-16 22:12:20,24.08,EUR,approved,0
949,95,1,2024-01-16 22:22:37,7.98,USD,approved,0
48,90,31,2024-01-16 22:37:04,32.27,EUR,approved,0
593,24,20,2024-01-16 23:08:37,66.38,USD,approved,0
607,33,8,2024-01-16 23:21:04,59.07,USD,declined,0
310,11,43,2024-01-17 00:21:53,178.71,GBP,approved,0
766,79,47,2024-01-17 00:54:45,38.11,USD,approved,0
794,83,14,2024-01-17 01:07:36,7.93,USD,approved,0
666,70,20,2024-01-17 02:16:16,37.19,USD,approved,0
896,62,43,2024-01-17 02:47:51,8.92,USD,approved,0
351,54,4,2024-01-17 03:55:47,10.26,USD,declined,0
336,81,50,2024-01-17 04:02:17,27.24,USD,approved,0
139,35,38,2024-01-17 04:15:10,85.34,EUR,approved,0
924,15,22,2024-01-17 05:08:35,24.28,USD,approved,0
821,3,16,2024-01-17 05:22:10,69.49,USD,approved,0
118,14,30,2024-01-17 06:17:48,61.39,USD,declined,0
836,78,7,2024-01-17 07:19:00,57.78,USD,approved,0
137,61,37,2024-01-17 08:01:19,40.15,GBP,approved,0
154,30,46,2024-01-17 08:04:29,34.71,USD,approved,0
775,85,39,2024-01-17 08:29:04,19.03,USD,reversed,0
343,63,6,2024-01-17 08:49:47,27.59,EUR,approved,0
834,15,4,2024-01-17 08:53:11,25.64,USD,approved,0
119,25,37,2024-01-17 09:05:46,8.77,GBP,approved,0
404,98,17,2024-01-17 12:39:15,61.22,GBP,approved,0
252,50,21,2024-01-17 13:34:23,8.45,GBP,approved,0
335,47,27,2024-01-17 14:16:27,10.9,EUR,approved,0
586,93,16,2024-01-17 15:10:02,18.24,USD,declined,0
31,46,25,2024-01-17 16:10:15,22.88,USD,approved,0
426,20,41,2024-01-17 20:04:50,38.86,USD,approved,0
62,75,35,2024-01-17 20:30:34,6.36,EUR,approved,0
634,38,45,2024-01-17 21:07:15,54.12,EUR,approved,0
604,14,16,2024-01-17 21:07:26,41.59,EUR,approved,0
883,45,9,2024-01-17 21:21:39,9.65,USD,approved,0
436,13,6,2024-01-17 22:08:54,23.36,GBP,approved,0
688,60,21,2024-01-17 22:21:45,58.09,GBP,approved,0
656,54,12,2024-01-17 22:51:21,28.35,EUR,approved,0
402,78,13,2024-01-17 23:49:22,17.27,USD,approved,0
798,46,10,2024-01-18 00:33:45,38.4,GBP,approved,0
647,47,18,2024-01-18 00:49:27,76.75,GBP,approved,0
580,11,31,2024-01-18 00:54:45,39.52,GBP,approved,0
857,25,19,2024-01-18 01:06:27,27.86,GBP,approved,0
892,71,13,2024-01-18 01:22:12,48.08,EUR,approved,0
303,1,35,2024-01-18 02:18:08,22.69,USD,approved,0
199,34,41,2024-01-18 03:06:15,51.99,USD,reversed,0
737,74,26,2024-01-18 05:26:41,29.72,GBP,approved,0
247,76,43,2024-01-18 06:27:23,25.23,EUR,reversed,0
530,93,46,2024-01-18 07:20:23,14.64,USD,declined,0
561,54,15,2024-01-18 07:43:53,33.41,GBP,approved,0
626,24,50,2024-01-18 08:51:49,52.79,USD,approved,0
679,53,47,2024-01-18 09:19:09,40.1,USD,approved,0
719,24,21,2024-01-18 09:25:00,47.55,USD,approved,0
729,49,23,2024-01-18 10:28:19,110.67,GBP,approved,0
123,66,14,2024-01-18 11:18:47,46.07,USD,approved,0
753,9,32,2024-01-18 11:24:52,71.88,USD,approved,0
37,86,46,2024-01-18 12:14:11,40.19,USD,approved,0
548,60,43,2024-01-18 13:01:19,17.0,USD,approved,0
464,42,3,2024-01-18 13:45:19,65.2,EUR,approved,0
190,31,1,2024-01-18 13:53:31,21.84,EUR,approved,0
345,91,10,2024-01-18 15:01:57,35.0,EUR,approved,0
235,50,32,2024-01-18 15:47:19,15.65,USD,approved,0
947,98,8,2024-01-18 15:58:04,39.43,USD,approved,0
560,86,43,2024-01-18 16:19:06,44.08,EUR,approved,0
65,42,38,2024-01-18 16:29:20,25.67,USD,approved,0
966,59,38,2024-01-18 18:55:43,65.38,USD,declined,0
676,73,50,2024-01-18 19:52:34,26.82,USD,approved,0
614,39,35,2024-01-18 22:07:26,28.31,USD,approved,0
973,48,35,2024-01-18 22:28:32,17.98,EUR,approved,0
445,51,7,2024-01-18 22:39:47,48.01,USD,approved,0
24,93,43,2024-01-18 23:46:50,40.37,USD,approved,0
414,14,40,2024-01-19 01:07:19,16.17,USD,approved,0
213,79,24,2024-01-19 03:32:12,35.91,EUR,declined,0
183,50,35,2024-01-19 04:28:43,7.78,EUR,approved,0
692,80,45,2024-01-19 05:11:32,51.36,USD,approved,1
124,48,13,2024-01-19 07:14:36,21.72,USD,approved,0
144,41,43,2024-01-19 07:21:49,14.11,USD,approved,0
494,61,17,2024-01-19 07:32:57,22.37,USD,approved,0
971,30,42,2024-01-19 08:02:32,13.29,EUR,approved,0
864,78,19,2024-01-19 08:47:56,33.35,GBP,approved,0
27,41,4,2024-01-19 10:01:18,56.08,USD,approved,0
927,55,18,2024-01-19 11:50:35,12.61,USD,approved,0
629,51,20,2024-01-19 11:57:34,22.7,GBP,approved,0
393,37,50,2024-01-19 12:21:09,27.67,GBP,approved,0
904,89,13,2024-01-19 12:48:28,44.18,EUR,approved,0
726,12,40,2024-01-19 13:28:28,33.46,USD,approved,0
825,63,39,2024-01-19 13:45:34,43.6,USD,approved,0
417,97,32,2024-01-19 13:48:34,51.31,USD,approved,0
508,25,24,2024-01-19 14:05:23,31.4,EUR,approved,0
226,31,49,2024-01-19 14:09:40,48.62,USD,approved,0
917,55,15,2024-01-19 15:03:53,44.82,USD,approved,0
907,42,15,2024-01-19 17:54:26,64.82,GBP,approved,0
359,10,6,2024-01-19 18:17:35,44.27,USD,approved,0
128,77,32,2024-01-19 18:20:39,58.3,EUR,approved,1
898,6,44,2024-01-19 18:42:44,40.22,USD,approved,0
179,91,13,2024-01-19 18:53:01,33.28,GBP,approved,0
829,87,31,2024-01-19 18:58:52,59.3,USD,approved,0
721,14,5,2024-01-19 19:10:47,118.24,USD,approved,0
996,63,1,2024-01-19 22:22:01,34.94,USD,approved,0
158,56,43,2024-01-19 23:11:08,11.4,USD,approved,0
10,10,27,2024-01-19 23:14:37,11.47,EUR,approved,0
231,47,42,2024-01-19 23:30:57,24.03,USD,approved,0
568,25,31,2024-01-19 23:52:02,6.95,USD,approved,0
185,50,22,2024-01-20 00:19:59,13.53,USD,approved,0
758,39,31,2024-01-20 00:38:55,31.22,USD,approved,0
970,4,8,2024-01-20 03:04:42,98.81,USD,approved,0
992,55,22,2024-01-20 03:18:52,26.0,USD,approved,0
689,45,47,2024-01-20 03:24:51,26.61,GBP,approved,0
437,57,22,2024-01-20 04:21:04,13.06,USD,approved,0
184,70,23,2024-01-20 08:16:11,48.86,USD,approved,0
448,96,48,2024-01-20 09:19:45,36.18,GBP,approved,0
72,19,11,2024-01-20 09:53:30,39.87,USD,approved,0
15,72,26,2024-01-20 10:18:58,29.53,EUR,approved,0
986,66,40,2024-01-20 10:41:32,157.93,GBP,approved,0
361,85,5,2024-01-20 11:02:51,9.35,USD,reversed,0
481,29,8,2024-01-20 13:06:42,15.41,USD,approved,0
754,94,20,2024-01-20 13:12:07,96.25,EUR,approved,0
905,46,17,2024-01-20 13:21:42,151.28,USD,approved,0
324,92,45,2024-01-20 13:37:31,18.36,USD,approved,1
258,11,28,2024-01-20 13:56:04,24.12,EUR,declined,0
930,58,48,2024-01-20 14:17:53,32.23,USD,declined,0
380,27,28,2024-01-20 14:32:55,19.29,EUR,approved,0
551,81,15,2024-01-20 15:18:19,15.51,USD,approved,0
86,71,42,2024-01-20 15:58:21,28.73,GBP,approved,0
396,88,30,2024-01-20 16:22:23,21.86,USD,approved,0
619,7,7,2024-01-20 16:43:56,9.08,USD,approved,0
195,96,27,2024-01-20 17:21:19,28.74,USD,approved,0
23,19,44,2024-01-20 17:55:39,35.47,EUR,approved,0
584,6,21,2024-01-20 18:18:08,20.95,USD,approved,0
22,38,4,2024-01-20 19:09:53,46.43,USD,approved,0
50,78,6,2024-01-20 19:11:48,35.85,USD,approved,0
897,51,29,2024-01-20 19:15:52,36.24,EUR,approved,0
771,66,17,2024-01-20 19:42:43,44.3,USD,approved,0
1000,52,15,2024-01-20 21:01:16,10.49,GBP,approved,0
88,32,50,2024-01-20 21:17:41,20.45,EUR,approved,0
242,59,39,2024-01-20 21:41:10,24.63,EUR,approved,0
877,54,12,2024-01-20 22:16:28,174.24,USD,approved,0
563,50,13,2024-01-21 00:02:03,35.8,USD,approved,0
84,84,28,2024-01-21 00:35:33,31.09,USD,approved,0
102,20,24,2024-01-21 00:51:05,36.02,USD,approved,0
722,94,38,2024-01-21 01:11:53,38.12,USD,approved,0
616,64,9,2024-01-21 01:38:32,15.31,GBP,declined,0
659,8,42,2024-01-21 03:52:37,37.68,EUR,reversed,0
280,9,44,2024-01-21 04:01:49,35.4,GBP,approved,0
932,70,25,2024-01-21 04:27:15,50.58,USD,approved,0
817,5,12,2024-01-21 05:14:06,15.38,GBP,approved,0
112,79,12,2024-01-21 05:48:37,29.02,USD,approved,0
438,93,33,2024-01-21 07:11:22,43.46,EUR,declined,0
34,56,16,2024-01-21 08:13:39,17.41,USD,reversed,0
468,60,20,2024-01-21 09:15:34,17.99,USD,approved,0
632,33,45,2024-01-21 09:54:05,48.31,EUR,approved,0
285,45,20,2024-01-21 10:27:20,49.54,EUR,approved,0
267,45,3,2024-01-21 12:02:42,18.83,USD,approved,0
136,31,3,2024-01-21 13:30:28,43.45,EUR,approved,0
256,15,5,2024-01-21 14:02:14,35.73,GBP,approved,0
718,50,19,2024-01-21 16:53:28,44.91,USD,approved,0
517,89,25,2024-01-21 18:13:55,10.63,EUR,approved,1
75,69,24,2024-01-21 21:29:48,110.53,USD,approved,0
375,89,45,2024-01-21 23:23:49,46.86,USD,declined,0
501,12,27,2024-01-21 23:34:56,36.55,USD,approved,0
181,94,31,2024-01-21 23:52:48,13.7,GBP,approved,0
211,27,32,2024-01-21 23:55:21,31.39,USD,approved,0
141,99,45,2024-01-22 00:34:38,32.04,USD,approved,0
120,12,25,2024-01-22 01:00:05,40.75,EUR,approved,0
155,44,16,2024-01-22 03:21:08,22.05,USD,approved,0
842,66,5,2024-01-22 03:29:00,19.41,USD,approved,0
774,72,20,2024-01-22 04:10:25,85.6,USD,approved,0
707,1,50,2024-01-22 04:23:35,179.04,USD,approved,0
820,100,15,2024-01-22 05:38:51,10.07,USD,approved,0
799,32,24,2024-01-22 05:40:46,63.48,USD,approved,0
408,15,44,2024-01-22 07:35:00,49.76,USD,approved,0
245,63,44,2024-01-22 07:49:52,38.17,EUR,declined,1
353,30,25,2024-01-22 10:20:06,39.03,USD,approved,0
295,55,48,2024-01-22 10:24:17,64.04,USD,declined,0
55,50,4,2024-01-22 10:26:39,12.07,EUR,approved,0
941,70,9,2024-01-22 10:53:01,25.34,GBP,approved,0
981,59,33,2024-01-22 12:22:41,34.54,USD,approved,0
131,57,21,2024-01-22 12:57:25,14.41,USD,approved,0
19,84,3,2024-01-22 14:05:11,26.2,EUR,approved,0
985,59,32,2024-01-22 14:08:45,54.14,USD,approved,0
969,93,42,2024-01-22 14:10:11,32.78,EUR,approved,0
64,97,36,2024-01-22 14:14:36,29.58,GBP,approved,0
938,15,28,2024-01-22 15:46:22,29.67,USD,declined,0
793,73,18,2024-01-22 15:57:42,49.65,USD,approved,0
598,78,37,2024-01-22 16:38:30,11.18,USD,approved,0
855,29,6,2024-01-22 17:10:19,44.6,USD,approved,0
859,67,27,2024-01-22 17:37:36,126.55,GBP,approved,1
67,91,47,2024-01-22 18:04:30,67.97,USD,approved,0
18,13,25,2024-01-22 18:50:58,13.81,EUR,approved,0
268,35,19,2024-01-22 20:02:49,24.11,USD,approved,0
691,100,39,2024-01-22 21:10:48,31.88,GBP,approved,0
573,29,37,2024-01-22 21:57:38,49.19,USD,approved,0
709,48,13,2024-01-22 21:57:45,21.26,EUR,approved,0
87,10,41,2024-01-22 23:48:27,11.38,USD,approved,0
965,95,41,2024-01-23 00:26:02,35.18,GBP,approved,0
57,55,23,2024-01-23 01:00:00,21.57,USD,approved,0
400,32,15,2024-01-23 01:00:07,14.32,EUR,approved,0
344,52,29,2024-01-23 03:12:51,25.9,USD,approved,0
58,16,39,2024-01-23 03:43:39,72.76,USD,approved,0
115,51,10,2024-01-23 05:54:58,13.84,USD,approved,0
638,30,32,2024-01-23 07:17:28,20.44,USD,approved,0
172,10,32,2024-01-23 08:23:38,20.12,EUR,approved,0
125,86,43,2024-01-23 08:46:48,30.83,EUR,approved,0
403,33,15,2024-01-23 09:03:34,77.29,USD,approved,0
43,71,21,2024-01-23 09:24:36,73.34,USD,approved,0
325,98,44,2024-01-23 09:38:50,50.03,USD,approved,0
987,62,42,2024-01-23 10:16:47,26.43,USD,approved,0
294,34,1,2024-01-23 11:09:03,23.59,EUR,approved,0
44,36,19,2024-01-23 11:43:31,40.37,USD,declined,0
352,5,20,2024-01-23 12:11:29,10.13,USD,approved,0
49,68,34,2024-01-23 12:41:21,109.78,EUR,declined,0
99,64,3,2024-01-23 12:53:50,53.81,USD,approved,0
362,90,4,2024-01-23 13:04:24,52.54,USD,approved,0
348,94,36,2024-01-23 13:40:36,33.1,USD,approved,0
503,97,12,2024-01-23 14:16:22,28.15,GBP,approved,0
514,82,17,2024-01-23 15:04:31,91.65,GBP,approved,0
429,3,14,2024-01-23 15:18:35,12.98,EUR,approved,0
606,54,45,2024-01-23 15:59:18,29.85,USD,approved,0
422,70,50,2024-01-23 17:41:43,77.73,USD,approved,0
605,83,7,2024-01-23 17:53:05,27.51,USD,approved,0
365,12,28,2024-01-23 19:00:23,19.54,USD,approved,0
783,13,2,2024-01-23 20:28:46,14.35,EUR,approved,0
176,47,17,2024-01-23 21:03:53,63.48,USD,approved,0
943,92,44,2024-01-23 21:22:24,39.2,GBP,approved,0
281,28,37,2024-01-23 21:25:28,26.23,EUR,approved,0
843,91,41,2024-01-23 22:14:26,6.31,USD,declined,0
174,73,9,2024-01-23 22:33:37,32.78,EUR,declined,0
107,79,13,2024-01-23 23:26:33,16.48,GBP,approved,0
937,16,19,2024-01-24 00:41:31,25.4,EUR,approved,1
121,44,1,2024-01-24 01:44:55,67.61,USD,approved,0
995,53,38,2024-01-24 02:46:10,25.89,EUR,approved,0
922,58,27,2024-01-24 02:57:24,53.21,USD,approved,0
575,1,8,2024-01-24 04:31:04,35.45,USD,approved,0
447,32,47,2024-01-24 04:56:58,33.76,EUR,approved,0
212,72,40,2024-01-24 05:31:18,12.69,EUR,approved,0
320,77,20,2024-01-24 05:43:45,79.63,EUR,approved,0
662,74,31,2024-01-24 05:56:01,34.01,USD,approved,0
96,29,5,2024-01-24 08:16:08,22.71,USD,approved,0
449,53,37,2024-01-24 08:16:40,24.98,USD,approved,0
858,6,30,2024-01-24 09:30:22,42.22,USD,approved,0
603,74,42,2024-01-24 09:57:28,39.01,USD,approved,0
988,32,11,2024-01-24 10:51:54,25.16,USD,approved,0
648,54,34,2024-01-24 14:23:16,17.67,GBP,approved,0
284,50,41,2024-01-24 14:58:26,15.07,USD,approved,0
9,21,37,2024-01-24 15:05:51,14.07,USD,approved,0
725,79,27,2024-01-24 17:09:55,11.65,USD,approved,0
236,72,18,2024-01-24 17:19:52,42.36,USD,approved,0
809,40,5,2024-01-24 17:43:06,10.94,EUR,approved,0
671,96,39,2024-01-24 18:08:59,35.12,USD,declined,1
801,2,3,2024-01-24 18:50:38,7.95,USD,approved,0
702,62,9,2024-01-24 20:13:13,18.8,EUR,approved,0
547,43,35,2024-01-24 20:15:49,31.3,USD,declined,0
832,25,48,2024-01-24 20:58:03,65.69,EUR,declined,1
899,8,38,2024-01-24 21:23:44,68.41,USD,approved,0
257,68,12,2024-01-24 21:27:40,23.33,USD,declined,0
206,27,46,2024-01-24 22:12:28,21.81,USD,approved,0
5,44,7,2024-01-24 22:28:23,59.93,USD,approved,0
557,74,45,2024-01-24 22:56:18,32.56,USD,approved,0
902,5,27,2024-01-25 00:25:12,18.2,USD,approved,0
567,23,49,2024-01-25 00:29:07,46.48,USD,approved,0
983,55,3,2024-01-25 00:47:03,18.49,EUR,approved,0
497,12,28,2024-01-25 00:48:32,57.1,USD,approved,0
535,58,41,2024-01-25 00:58:01,34.91,GBP,approved,0
296,53,26,2024-01-25 01:00:01,48.29,USD,approved,0
571,95,4,2024-01-25 01:28:56,72.6,EUR,approved,0
93,85,43,2024-01-25 03:36:16,23.36,EUR,approved,0
545,84,12,2024-01-25 03:48:36,14.26,USD,approved,0
532,17,1,2024-01-25 04:27:26,45.93,GBP,approved,0
935,45,8,2024-01-25 05:45:17,19.44,USD,approved,0
748,32,19,2024-01-25 06:27:29,43.06,EUR,approved,0
161,100,30,2024-01-25 06:35:04,46.83,USD,approved,0
684,96,40,2024-01-25 07:53:35,41.95,USD,approved,0
159,51,20,2024-01-25 09:20:46,40.22,USD,approved,0
196,9,32,2024-01-25 11:33:37,12.93,EUR,approved,0
873,12,31,2024-01-25 13:08:49,38.72,USD,approved,0
338,32,15,2024-01-25 13:49:26,30.3,USD,approved,0
516,11,47,2024-01-25 14:15:44,52.56,USD,declined,1
288,58,12,2024-01-25 15:17:10,39.98,USD,approved,0
945,13,20,2024-01-25 15:57:22,19.7,USD,approved,0
984,65,38,2024-01-25 15:59:37,51.62,EUR,approved,0
372,67,18,2024-01-25 16:38:14,34.28,USD,approved,0
334,83,41,2024-01-25 16:38:58,27.65,USD,approved,0
326,24,10,2024-01-25 16:39:06,68.56,USD,approved,0
424,59,34,2024-01-25 19:09:36,35.19,USD,approved,0
610,86,7,2024-01-25 19:17:19,29.44,USD,approved,0
81,95,47,2024-01-25 19:36:29,28.32,USD,approved,0
406,51,8,2024-01-25 20:33:13,36.39,EUR,approved,0
822,67,39,2024-01-25 21:36:49,33.38,USD,approved,0
455,60,29,2024-01-25 21:37:36,67.64,USD,approved,1
286,94,3,2024-01-25 23:07:35,20.81,EUR,approved,0
246,9,50,2024-01-25 23:25:15,103.73,USD,approved,0
790,2,38,2024-01-26 00:59:22,66.65,GBP,approved,0
863,13,43,2024-01-26 01:18:57,65.64,USD,approved,0
784,13,48,2024-01-26 02:58:57,58.3,USD,approved,0
704,18,10,2024-01-26 03:09:22,48.43,USD,approved,0
208,97,37,2024-01-26 04:12:18,33.16,EUR,approved,0
451,97,15,2024-01-26 04:40:52,20.73,USD,approved,0
457,15,50,2024-01-26 05:08:25,22.88,USD,declined,0
826,10,46,2024-01-26 06:21:04,41.17,USD,approved,0
168,17,20,2024-01-26 07:11:32,85.99,GBP,approved,1
439,9,16,2024-01-26 07:53:12,25.28,USD,declined,0
36,7,38,2024-01-26 09:07:31,17.07,USD,approved,0
621,44,14,2024-01-26 09:58:22,42.28,EUR,approved,0
149,83,35,2024-01-26 10:03:51,29.06,USD,approved,0
919,26,23,2024-01-26 11:33:33,33.97,GBP,approved,0
319,94,23,2024-01-26 12:30:49,16.9,USD,approved,0
655,56,8,2024-01-26 12:38:30,44.42,USD,approved,0
673,64,14,2024-01-26 13:05:11,26.4,EUR,approved,0
640,95,14,2024-01-26 13:32:40,83.6,USD,approved,0
512,75,12,2024-01-26 13:42:54,27.55,USD,declined,0
377,74,49,2024-01-26 14:40:04,37.78,USD,approved,0
150,6,43,2024-01-26 14:52:07,26.3,USD,approved,0
672,62,29,2024-01-26 16:03:44,134.65,USD,approved,0
994,44,32,2024-01-26 16:29:05,20.15,EUR,approved,0
153,92,22,2024-01-26 16:45:41,32.28,GBP,approved,0
482,83,1,2024-01-26 19:24:10,35.05,USD,approved,0
869,45,2,2024-01-26 19:27:25,36.66,GBP,approved,0
198,12,50,2024-01-26 19:36:37,11.52,USD,approved,0
98,69,38,2024-01-26 19:39:13,52.61,EUR,approved,0
332,38,36,2024-01-26 19:46:36,32.96,USD,approved,0
847,16,21,2024-01-26 21:02:07,105.77,USD,approved,0
903,22,36,2024-01-26 21:22:18,26.81,EUR,approved,0
601,62,16,2024-01-26 21:32:46,13.9,USD,approved,0
906,71,13,2024-01-26 22:10:42,80.48,GBP,approved,0
558,88,39,2024-01-26 23:37:26,22.28,GBP,approved,0
818,11,13,2024-01-27 00:27:29,102.69,USD,declined,0
879,55,37,2024-01-27 03:12:38,62.16,GBP,approved,0
105,80,16,2024-01-27 03:14:11,18.84,EUR,approved,0
797,97,49,2024-01-27 03:17:30,40.41,GBP,approved,0
756,44,16,2024-01-27 03:24:52,33.39,USD,approved,0
390,16,46,2024-01-27 04:27:30,49.25,GBP,approved,0
710,47,11,2024-01-27 05:31:14,22.88,EUR,approved,0
386,13,12,2024-01-27 06:03:38,9.75,USD,approved,0
142,22,17,2024-01-27 06:04:38,65.34,GBP,approved,0
227,81,6,2024-01-27 07:58:08,23.97,USD,approved,0
1,9,41,2024-01-27 08:15:14,59.01,USD,declined,0
678,9,21,2024-01-27 08:15:58,55.02,USD,approved,0
652,66,1,2024-01-27 08:42:35,44.6,EUR,approved,0
304,90,45,2024-01-27 08:55:46,17.56,USD,approved,0
651,49,10,2024-01-27 10:01:19,41.86,EUR,approved,0
701,53,14,2024-01-27 10:28:12,24.22,USD,approved,0
757,74,18,2024-01-27 12:36:08,33.34,GBP,reversed,0
240,63,3,2024-01-27 13:05:28,37.42,USD,approved,0
91,44,26,2024-01-27 14:53:36,12.93,USD,declined,0
498,38,40,2024-01-27 15:37:23,16.09,GBP,approved,0
452,93,3,2024-01-27 16:59:24,44.97,USD,approved,1
471,74,45,2024-01-27 18:29:09,11.8,USD,approved,0
42,76,43,2024-01-27 18:35:28,22.77,EUR,approved,0
300,3,2,2024-01-27 18:58:56,34.54,USD,approved,0
61,93,39,2024-01-27 19:53:29,15.47,USD,approved,0
446,67,2,2024-01-27 20:02:53,16.5,GBP,approved,0
978,58,18,2024-01-27 21:39:49,39.09,USD,approved,0
838,20,16,2024-01-27 23:13:24,21.12,USD,approved,0
939,47,48,2024-01-28 01:54:47,22.5,USD,approved,0
